"cust","x","t.x","litt","sales","first","T.cal"
3239,1,0.142857142857143,-1.94591014905531,220,2018-05-30,69.7142857142857
3240,0,0,0,130,2018-02-25,83.1428571428571
3241,2,7.14285714285714,-2.22044604925031e-16,500,2018-10-14,50.1428571428571
3242,0,0,0,264.15,2018-03-30,78.4285714285714
3243,2,5,0.297834443915798,600,2017-04-02,130.142857142857
3244,0,0,0,250,2019-06-29,13.2857142857143
3245,11,21.1428571428571,-2.41918255484059,2469.82,2017-06-14,119.714285714286
3246,1,0.142857142857143,-1.94591014905531,160.38,2018-03-22,79.5714285714286
3247,9,12.1428571428571,2.05466325773709,27735.81,2017-05-22,123
3248,0,0,0,90,2018-11-24,44.2857142857143
3249,5,101.428571428571,7.07960992003737,2120,2017-06-23,118.428571428571
3250,1,52,3.95124371858143,213.21,2018-01-28,87.1428571428571
3251,19,15.1428571428571,-22.7841709908496,1865,2018-10-13,50.2857142857143
3252,2,54,6.37742086229744,230,2017-08-16,110.714285714286
3253,1,11,2.39789527279837,150.94,2017-07-30,113.142857142857
3254,1,0.285714285714286,-1.25276296849537,480,2018-10-05,51.4285714285714
3255,1,0.142857142857143,-1.94591014905531,200,2018-07-07,64.2857142857143
3256,0,0,0,50,2018-03-24,79.2857142857143
3257,1,45.7142857142857,3.82241084673846,620,2018-01-20,88.2857142857143
3258,0,0,0,245.28,2018-03-02,82.4285714285714
3259,18,74.2857142857143,-5.51049498043565,3249.9,2017-03-16,132.571428571429
3260,0,0,0,76.6,2017-04-15,128.285714285714
3261,0,0,0,400,2018-02-16,84.4285714285714
3262,1,0.142857142857143,-1.94591014905531,150,2018-04-05,77.5714285714286
3263,0,0,0,892.5,2017-08-27,109.142857142857
3264,0,0,0,120,2018-12-15,41.2857142857143
3265,1,19.5714285714286,2.97407077677281,645,2017-05-31,121.714285714286
3266,1,21,3.04452243772342,490,2018-11-12,46
3267,0,0,0,160,2018-12-13,41.5714285714286
3268,0,0,0,943.4,2017-06-24,118.285714285714
3269,0,0,0,250,2018-02-22,83.5714285714286
3270,1,0.428571428571429,-0.847297860387204,482.64,2017-05-02,125.857142857143
3271,4,4,0,3300,2017-10-26,100.571428571429
3272,0,0,0,480,2018-01-11,89.5714285714286
3273,0,0,0,110,2018-12-25,39.8571428571429
3274,0,0,0,180,2017-10-18,101.714285714286
3275,0,0,0,91,2017-11-19,97.1428571428571
3276,0,0,0,420,2017-10-02,104
3277,3,20.1428571428571,5.1974172480845,1632.5,2017-03-24,131.428571428571
3278,1,0.285714285714286,-1.25276296849537,300,2019-01-07,38
3279,0,0,0,180,2019-06-14,15.4285714285714
3280,0,0,0,175,2019-03-29,26.4285714285714
3281,1,0.142857142857143,-1.94591014905531,101,2018-07-12,63.5714285714286
3282,1,16,2.77258872223978,320,2018-12-29,39.2857142857143
3283,3,65.2857142857143,2.06327660482654,580,2017-10-12,102.571428571429
3284,2,41.4285714285714,2.46428736258526,1190,2018-08-17,58.4285714285714
3285,0,0,0,110,2018-05-25,70.4285714285714
3286,0,0,0,250,2018-04-13,76.4285714285714
3287,24,39.1428571428571,-8.45114296382978,3727,2018-02-20,83.8571428571429
3288,0,0,0,100,2018-10-27,48.2857142857143
3289,1,39.2857142857143,3.67086094861126,243.21,2018-01-25,87.5714285714286
3290,6,43.2857142857143,2.91461460604541,1790.38,2017-03-03,134.428571428571
3291,5,94,9.83250426128666,1356.65,2017-12-08,94.4285714285714
3292,0,0,0,180,2018-11-27,43.8571428571429
3293,0,0,0,80,2019-04-04,25.5714285714286
3294,1,0.142857142857143,-1.94591014905531,345.51,2018-01-25,87.5714285714286
3295,2,0.285714285714286,-3.89182029811063,304,2019-06-20,14.5714285714286
3296,0,0,0,130,2018-01-24,87.7142857142857
3297,0,0,0,140,2018-07-03,64.8571428571429
3298,0,0,0,596.64,2017-10-19,101.571428571429
3299,0,0,0,315,2019-06-27,13.5714285714286
3300,0,0,0,220,2018-03-05,82
3301,2,35.2857142857143,5.65442071858781,1183,2018-06-02,69.2857142857143
3302,0,0,0,650,2019-06-03,17
3303,2,46.1428571428571,2.57276800557936,400,2018-03-16,80.4285714285714
3304,0,0,0,350,2019-04-03,25.7142857142857
3305,0,0,0,200,2018-10-15,50
3306,0,0,0,424.53,2018-04-25,74.7142857142857
3307,0,0,0,300,2019-02-10,33.1428571428571
3308,1,0.142857142857143,-1.94591014905531,188.68,2018-05-28,70
3309,1,0.142857142857143,-1.94591014905531,233.77,2018-04-24,74.8571428571429
3310,0,0,0,100,2019-05-14,19.8571428571429
3311,0,0,0,537.74,2017-03-17,132.428571428571
3312,5,55.4285714285714,-1.24570753354187,2722,2017-12-30,91.2857142857143
3313,0,0,0,100,2018-11-10,46.2857142857143
3314,37,11.1428571428571,-65.8894279322822,4180,2018-12-31,39
3315,1,1,0,500,2019-05-10,20.4285714285714
3316,0,0,0,198.11,2018-04-10,76.8571428571429
3317,1,7,1.94591014905531,120,2017-08-07,112
3318,0,0,0,50,2018-12-21,40.4285714285714
3319,0,0,0,360,2019-08-09,7.42857142857143
3320,2,9,3.00790280917425,8760,2018-03-31,78.2857142857143
3321,0,0,0,110,2018-05-06,73.1428571428571
3322,1,1,0,182,2018-04-08,77.1428571428571
3323,0,0,0,2600,2019-07-16,10.8571428571429
3324,8,11.2857142857143,-4.66721407680341,889.1,2019-07-11,11.5714285714286
3325,0,0,0,294,2018-03-09,81.4285714285714
3326,3,1,-3.64050586982972,630,2018-08-30,56.5714285714286
3327,0,0,0,260,2018-11-09,46.4285714285714
3328,1,0.428571428571429,-0.847297860387204,584.91,2017-04-21,127.428571428571
3329,0,0,0,420,2018-09-27,52.5714285714286
3330,0,0,0,200,2017-10-20,101.428571428571
3331,0,0,0,90,2018-07-15,63.1428571428571
3332,3,36.5714285714286,2.81922468662546,960,2018-08-21,57.8571428571429
3333,2,0.714285714285714,-2.10006082888257,856,2018-07-02,65
3334,1,5.42857142857143,1.69167601067107,780,2019-04-26,22.4285714285714
3335,0,0,0,1020,2019-04-14,24.1428571428571
3336,0,0,0,240,2018-03-22,79.5714285714286
3337,1,0.142857142857143,-1.94591014905531,179.24,2018-05-22,70.8571428571429
3338,0,0,0,50,2017-08-11,111.428571428571
3339,0,0,0,207.55,2018-04-27,74.4285714285714
3340,0,0,0,450,2018-07-19,62.5714285714286
3341,0,0,0,70,2018-10-21,49.1428571428571
3342,0,0,0,450,2018-11-02,47.4285714285714
3343,3,22.8571428571429,-0.0883374612576868,1066.98,2018-03-23,79.4285714285714
3344,0,0,0,779.7,2019-02-05,33.8571428571429
3345,0,0,0,330.19,2017-09-21,105.571428571429
3346,0,0,0,660.38,2017-04-21,127.428571428571
3347,0,0,0,130,2018-09-13,54.5714285714286
3348,42,52.5714285714286,-20.3815320829829,29560,2018-06-13,67.7142857142857
3349,0,0,0,377.36,2018-01-25,87.5714285714286
3350,0,0,0,180,2018-12-17,41
3351,0,0,0,230,2018-05-17,71.5714285714286
3352,7,37.8571428571429,5.29097305516194,564.34,2017-03-23,131.571428571429
3353,1,14,2.63905732961526,560,2017-08-12,111.285714285714
3354,1,41.1428571428571,3.71705033108063,186.04,2018-04-29,74.1428571428571
3355,0,0,0,94.34,2017-12-29,91.4285714285714
3356,1,0.142857142857143,-1.94591014905531,260,2019-05-07,20.8571428571429
3357,0,0,0,510,2018-10-30,47.8571428571429
3358,0,0,0,130,2018-09-14,54.4285714285714
3359,0,0,0,350,2018-01-12,89.4285714285714
3360,0,0,0,169.81,2018-04-20,75.4285714285714
3361,0,0,0,190,2019-09-10,2.85714285714286
3362,0,0,0,94.34,2017-02-28,134.857142857143
3363,3,70.1428571428571,2.28819635554192,1237,2017-05-07,125.142857142857
3364,0,0,0,130,2018-10-19,49.4285714285714
3365,0,0,0,130,2018-07-10,63.8571428571429
3366,0,0,0,240,2018-10-21,49.1428571428571
3367,26,120.857142857143,6.06058926360618,2766.99,2017-06-03,121.285714285714
3368,2,8.57142857142857,2.46428736258526,427,2017-10-22,101.142857142857
3369,0,0,0,200,2017-03-03,134.428571428571
3370,1,0.285714285714286,-1.25276296849537,250,2019-04-26,22.4285714285714
3371,8,64.7142857142857,2.6713549483607,1235,2018-01-12,89.4285714285714
3372,1,29,3.36729582998647,960,2018-03-02,82.4285714285714
3373,0,0,0,311.32,2018-05-13,72.1428571428571
3374,2,10.7142857142857,3.33511572038266,600,2019-01-23,35.7142857142857
3375,0,0,0,528.3,2018-04-05,77.5714285714286
3376,1,34.5714285714286,3.54302757710137,866.98,2018-06-03,69.1428571428571
3377,0,0,0,660,2018-08-20,58
3378,0,0,0,360,2018-02-24,83.2857142857143
3379,0,0,0,250,2017-09-22,105.428571428571
3380,2,3.71428571428571,1.13861762328181,400,2018-02-09,85.4285714285714
3381,0,0,0,500,2019-07-14,11.1428571428571
3382,0,0,0,70,2018-11-22,44.5714285714286
3383,0,0,0,200,2018-11-27,43.8571428571429
3384,0,0,0,47.17,2018-05-23,70.7142857142857
3385,0,0,0,100,2019-06-22,14.2857142857143
3386,1,0.285714285714286,-1.25276296849537,270,2019-04-26,22.4285714285714
3387,4,7.85714285714286,0.0765444612509143,647.4,2018-05-29,69.8571428571429
3388,0,0,0,452.84,2018-01-27,87.2857142857143
3389,6,24.7142857142857,6.57749295867392,1984,2018-07-13,63.4285714285714
3390,0,0,0,660,2019-07-06,12.2857142857143
3391,1,0.142857142857143,-1.94591014905531,226.41,2018-02-13,84.8571428571429
3392,0,0,0,350,2019-02-04,34
3393,0,0,0,141.51,2017-05-04,125.571428571429
3394,0,0,0,224,2019-02-26,30.8571428571429
3395,0,0,0,130,2018-07-07,64.2857142857143
3396,1,35.8571428571429,3.57954279007647,642.5,2018-10-15,50
3397,1,12.8571428571429,2.55389952127495,450,2019-03-31,26.1428571428571
3398,0,0,0,132.08,2018-03-31,78.2857142857143
3399,1,1.57142857142857,0.451985123743057,156,2017-06-08,120.571428571429
3400,32,5.57142857142857,-59.6300674401548,6710,2018-09-23,53.1428571428571
3401,0,0,0,210,2018-01-14,89.1428571428571
3402,2,37.1428571428571,5.7437878092699,900,2018-02-09,85.4285714285714
3403,0,0,0,1415.1,2018-03-15,80.5714285714286
3404,3,2.57142857142857,-0.539413080617903,190,2018-06-23,66.2857142857143
3405,0,0,0,130,2017-09-15,106.428571428571
3406,4,15.8571428571429,4.93295962866409,620,2018-03-19,80
3407,3,10,3.33801848004062,470,2018-02-06,85.8571428571429
3408,0,0,0,80,2019-04-03,25.7142857142857
3409,4,54.2857142857143,6.51683917096376,977.02,2018-02-15,84.5714285714286
3410,0,0,0,122.64,2017-09-05,107.857142857143
3411,5,6.28571428571429,-2.64952424535398,1380.88,2017-04-28,126.428571428571
3412,35,8.42857142857143,-55.6947444879945,6190,2018-12-04,42.8571428571429
3413,0,0,0,75.47,2017-04-22,127.285714285714
3414,3,60,6.25036914465556,812.26,2018-01-26,87.4285714285714
3415,1,17,2.83321334405622,110,2018-09-25,52.8571428571429
3416,3,45.7142857142857,6.54220306424032,882.04,2018-04-30,74
3417,2,3.42857142857143,0.251314428280906,408,2019-02-03,34.1428571428571
3418,0,0,0,740,2017-07-06,116.571428571429
3419,42,70.1428571428571,-36.2120652392099,29995,2017-09-13,106.714285714286
3420,0,0,0,280,2019-03-22,27.4285714285714
3421,0,0,0,300,2018-11-30,43.4285714285714
3422,0,0,0,80,2018-06-26,65.8571428571429
3423,6,38.2857142857143,10.4567179622901,818,2018-08-10,59.4285714285714
3424,1,0.571428571428571,-0.559615787935423,600,2018-06-27,65.7142857142857
3425,1,0.285714285714286,-1.25276296849537,420,2019-04-20,23.2857142857143
3426,0,0,0,103.77,2017-05-13,124.285714285714
3427,1,0.285714285714286,-1.25276296849537,301.89,2017-11-06,99
3428,0,0,0,140,2019-08-24,5.28571428571429
3429,0,0,0,600,2019-03-23,27.2857142857143
3430,0,0,0,1500,2018-10-02,51.8571428571429
3431,9,7.14285714285714,-8.27368059222186,1402.96,2017-08-03,112.571428571429
3432,5,62.7142857142857,8.78477115006313,912.54,2018-03-21,79.7142857142857
3433,0,0,0,230,2019-01-22,35.8571428571429
3434,0,0,0,360,2017-08-24,109.571428571429
3435,0,0,0,380,2018-08-26,57.1428571428571
3436,0,0,0,230,2018-07-20,62.4285714285714
3437,0,0,0,283.02,2017-10-14,102.285714285714
3438,20,50.8571428571429,3.41329520727109,7034.98,2017-12-31,91.1428571428571
3439,0,0,0,343,2019-09-03,3.85714285714286
3440,0,0,0,700,2019-06-03,17
3441,0,0,0,360,2018-09-07,55.4285714285714
3442,0,0,0,210,2019-04-26,22.4285714285714
3443,0,0,0,113.21,2017-12-14,93.5714285714286
3444,1,0.142857142857143,-1.94591014905531,130,2017-03-24,131.428571428571
3445,4,16.2857142857143,4.10881659483064,1225,2019-02-09,33.2857142857143
3446,0,0,0,80,2018-02-07,85.7142857142857
3447,0,0,0,80,2019-01-03,38.5714285714286
3448,0,0,0,360,2018-04-12,76.5714285714286
3449,1,0.285714285714286,-1.25276296849537,320.76,2017-03-16,132.571428571429
3450,6,22.1428571428571,5.40653095118827,2480,2018-03-02,82.4285714285714
3451,2,0.428571428571429,-3.19867311755068,440,2019-01-27,35.1428571428571
3452,1,1.42857142857143,0.356674943938732,1581.13,2018-05-02,73.7142857142857
3453,0,0,0,230,2017-11-11,98.2857142857143
3454,0,0,0,80,2018-05-05,73.2857142857143
3455,3,38,4.4304002189581,530.5,2017-07-21,114.428571428571
3456,0,0,0,110,2018-11-08,46.5714285714286
3457,2,0.571428571428571,-2.79320800944252,503.5,2018-10-18,49.5714285714286
3458,3,32,3.18290114958227,648,2018-07-14,63.2857142857143
3459,0,0,0,270,2017-10-19,101.571428571429
3460,1,0.142857142857143,-1.94591014905531,224.34,2017-09-26,104.857142857143
3461,0,0,0,100,2018-12-03,43
3462,0,0,0,660,2018-03-04,82.1428571428571
3463,21,121.857142857143,21.2327447010515,4929.41,2017-03-18,132.285714285714
3464,0,0,0,130,2019-07-18,10.5714285714286
3465,4,2.42857142857143,-4.52554405819977,1090,2019-07-12,11.4285714285714
3466,0,0,0,80,2018-10-18,49.5714285714286
3467,0,0,0,122.64,2017-05-13,124.285714285714
3468,1,0.142857142857143,-1.94591014905531,350,2018-09-15,54.2857142857143
3469,0,0,0,120,2018-04-01,78.1428571428571
3470,0,0,0,528.3,2017-07-21,114.428571428571
3471,0,0,0,200,2019-09-02,4
3472,0,0,0,110,2018-04-28,74.2857142857143
3473,16,80.2857142857143,12.8253340864109,3314.59,2018-01-25,87.5714285714286
3474,3,2.71428571428571,-0.308301359654516,820,2018-12-02,43.1428571428571
3475,1,7.71428571428571,2.04307389750896,510,2019-06-17,15
3476,0,0,0,103.77,2018-05-18,71.4285714285714
3477,0,0,0,50,2018-11-25,44.1428571428571
3478,0,0,0,120,2018-12-15,41.2857142857143
3479,0,0,0,200,2018-12-01,43.2857142857143
3480,0,0,0,100,2019-03-23,27.2857142857143
3481,0,0,0,130,2018-12-11,41.8571428571429
3482,0,0,0,80,2018-10-09,50.8571428571429
3483,0,0,0,150,2017-07-18,114.857142857143
3484,6,24.4285714285714,-3.02934692284879,1621.89,2017-12-19,92.8571428571429
3485,3,8.57142857142857,0.895671444671422,470,2019-01-23,35.7142857142857
3486,1,1.71428571428571,0.538996500732687,600,2018-06-22,66.4285714285714
3487,1,0.285714285714286,-1.25276296849537,208,2019-07-25,9.57142857142857
3488,0,0,0,100,2019-04-26,22.4285714285714
3489,0,0,0,80,2019-06-23,14.1428571428571
3490,0,0,0,228,2018-11-22,44.5714285714286
3491,0,0,0,720,2017-06-09,120.428571428571
3492,0,0,0,100,2017-08-08,111.857142857143
3493,0,0,0,120,2017-05-03,125.714285714286
3494,0,0,0,660,2018-04-28,74.2857142857143
3495,11,29.5714285714286,9.28015231176187,11150,2018-05-10,72.5714285714286
3496,3,12.1428571428571,0.989898787336909,2118.9,2017-03-02,134.571428571429
3497,0,0,0,100,2019-03-27,26.7142857142857
3498,0,0,0,160,2018-09-21,53.4285714285714
3499,0,0,0,150,2019-02-16,32.2857142857143
3500,0,0,0,4500,2019-01-11,37.4285714285714
3501,1,22.2857142857143,3.10394585819422,350,2018-08-17,58.4285714285714
3502,0,0,0,280,2018-04-20,75.4285714285714
3503,0,0,0,150,2019-06-18,14.8571428571429
3504,0,0,0,120,2017-11-18,97.2857142857143
3505,0,0,0,440,2018-02-01,86.5714285714286
3506,0,0,0,330.19,2017-10-14,102.285714285714
3507,1,3.14285714285714,1.145132304303,566.04,2017-10-12,102.571428571429
3508,6,13.2857142857143,-3.40981072875155,1318.5,2019-05-26,18.1428571428571
3509,0,0,0,120,2019-04-11,24.5714285714286
3510,0,0,0,566.04,2017-11-28,95.8571428571429
3511,0,0,0,250,2017-09-16,106.285714285714
3512,2,0.428571428571429,-3.19867311755068,542,2019-08-10,7.28571428571429
3513,0,0,0,280,2018-08-31,56.4285714285714
3514,0,0,0,75.47,2017-10-30,100
3515,3,76,4.36652814236376,1298.5,2017-06-23,118.428571428571
3516,9,57.7142857142857,3.65063644059419,9082,2018-01-04,90.5714285714286
3517,3,0.428571428571429,-5.83773044716594,1150,2019-03-21,27.5714285714286
3518,1,71.1428571428571,4.26468992796934,603.02,2017-09-07,107.571428571429
3519,10,75.8571428571429,4.71833202329067,6183.8,2018-02-22,83.5714285714286
3520,0,0,0,122.64,2018-02-10,85.2857142857143
3521,0,0,0,600,2018-11-09,46.4285714285714
3522,0,0,0,120,2018-12-15,41.2857142857143
3523,0,0,0,800,2019-03-01,30.4285714285714
3524,1,0.285714285714286,-1.25276296849537,310,2018-06-30,65.2857142857143
3525,1,0.285714285714286,-1.25276296849537,207.55,2018-03-20,79.8571428571429
3526,0,0,0,310,2019-03-29,26.4285714285714
3527,1,0.428571428571429,-0.847297860387204,590,2019-04-06,25.2857142857143
3528,0,0,0,130,2019-01-30,34.7142857142857
3529,0,0,0,160,2018-06-04,69
3530,0,0,0,433.96,2017-11-19,97.1428571428571
3531,1,38.1428571428571,3.64133850934494,688.69,2017-03-17,132.428571428571
3532,1,8.14285714285714,2.09714111877924,312.64,2017-03-21,131.857142857143
3533,0,0,0,200,2018-06-22,66.4285714285714
3534,6,18.7142857142857,1.52912742332812,1613.2,2017-11-04,99.2857142857143
3535,1,1.85714285714286,0.619039208406224,580,2018-02-15,84.5714285714286
3536,3,7.42857142857143,-0.239308488167565,540,2019-02-20,31.7142857142857
3537,0,0,0,130,2018-03-03,82.2857142857143
3538,0,0,0,50,2017-05-28,122.142857142857
3539,0,0,0,320.75,2017-03-20,132
3540,1,25.4285714285714,3.23587340123677,1100,2018-12-07,42.4285714285714
3541,0,0,0,240,2019-05-22,18.7142857142857
3542,1,39,3.66356164612965,450,2018-06-09,68.2857142857143
3543,0,0,0,122.64,2017-04-11,128.857142857143
3544,0,0,0,460,2017-08-30,108.714285714286
3545,1,1.57142857142857,0.451985123743057,143,2019-02-21,31.5714285714286
3546,0,0,0,240,2019-06-28,13.4285714285714
3547,0,0,0,235.85,2018-04-28,74.2857142857143
3548,2,42.1428571428571,4.31503613028902,620,2017-05-28,122.142857142857
3549,18,76.2857142857143,13.9830227704294,4500.38,2018-01-11,89.5714285714286
3550,0,0,0,510,2017-07-05,116.714285714286
3551,1,90.8571428571429,4.50928841428481,445.85,2017-10-21,101.285714285714
3552,6,17,3.25232814306432,550,2017-09-05,107.857142857143
3553,0,0,0,110,2017-06-05,121
3554,5,1,-8.34325638415668,679.44,2017-04-19,127.714285714286
3555,1,8.42857142857143,2.13162729485041,310,2018-08-15,58.7142857142857
3556,9,58.8571428571429,11.5527603660443,1930.01,2017-03-25,131.285714285714
3557,0,0,0,300,2019-01-01,38.8571428571429
3558,1,0.142857142857143,-1.94591014905531,193.81,2017-08-28,109
3559,1,5.42857142857143,1.69167601067107,160,2018-01-28,87.1428571428571
3560,8,39.4285714285714,5.99044519813041,1100,2017-12-31,91.1428571428571
3561,9,42,10.1745131054367,2300,2018-09-01,56.2857142857143
3562,0,0,0,230,2018-08-05,60.1428571428571
3563,0,0,0,510,2018-02-15,84.5714285714286
3564,0,0,0,340,2019-03-09,29.2857142857143
3565,0,0,0,135,2019-08-13,6.85714285714286
3566,2,2,0,2500,2019-04-10,24.7142857142857
3567,1,13.1428571428571,2.57587842799373,260,2018-11-19,45
3568,1,6.14285714285714,1.81528996663825,260,2019-02-08,33.4285714285714
3569,2,15.8571428571429,3.65251180994306,692,2019-02-04,34
3570,0,0,0,262.5,2018-12-06,42.5714285714286
3571,0,0,0,200,2018-09-17,54
3572,0,0,0,145,2018-08-10,59.4285714285714
3573,0,0,0,130,2019-02-15,32.4285714285714
3574,50,7.42857142857143,-96.1968951640976,4950,2018-11-20,44.8571428571429
3575,0,0,0,75,2017-03-06,134
3576,3,5,-1.05023870438389,3810,2018-04-06,77.4285714285714
3577,0,0,0,800,2019-06-01,17.2857142857143
3578,1,0.142857142857143,-1.94591014905531,250,2018-06-07,68.5714285714286
3579,0,0,0,358.49,2017-03-15,132.714285714286
3580,0,0,0,480,2019-06-03,17
3581,0,0,0,100,2018-03-05,82
3582,1,11.8571428571429,2.47293045874128,524,2017-05-13,124.285714285714
3583,2,9,2.80521394955586,630,2019-04-17,23.7142857142857
3584,1,11.1428571428571,2.41079867763428,990,2018-06-13,67.7142857142857
3585,0,0,0,180,2019-03-25,27
3586,0,0,0,100,2018-12-31,39
3587,1,102.857142857143,4.63334106295479,418.68,2017-03-21,131.857142857143
3588,0,0,0,280,2018-09-15,54.2857142857143
3589,3,0.428571428571429,-5.83773044716594,905.66,2018-04-13,76.4285714285714
3590,0,0,0,886.8,2018-01-15,89
3591,0,0,0,330,2017-10-27,100.428571428571
3592,10,33.1428571428571,10.5125865130166,3108.5,2018-08-16,58.5714285714286
3593,0,0,0,93,2018-08-19,58.1428571428571
3594,1,0.285714285714286,-1.25276296849537,471.7,2017-10-25,100.714285714286
3595,0,0,0,50,2018-09-12,54.7142857142857
3596,2,8.57142857142857,1.24984325839203,700,2018-10-28,48.1428571428571
3597,0,0,0,169.81,2017-03-18,132.285714285714
3598,0,0,0,110,2019-09-10,2.85714285714286
3599,0,0,0,122.64,2018-05-27,70.1428571428571
3600,0,0,0,166,2018-10-06,51.2857142857143
3601,0,0,0,130,2019-01-19,36.2857142857143
3602,0,0,0,377.36,2017-03-10,133.428571428571
3603,1,0.428571428571429,-0.847297860387204,450,2017-11-10,98.4285714285714
3604,1,13.2857142857143,2.58668934409794,278.11,2017-11-25,96.2857142857143
3605,0,0,0,150,2018-12-06,42.5714285714286
3606,2,7.42857142857143,0.713349887877465,1480,2019-04-12,24.4285714285714
3607,0,0,0,100,2018-03-17,80.2857142857143
3608,0,0,0,450,2019-02-24,31.1428571428571
3609,0,0,0,350,2018-02-16,84.4285714285714
3610,0,0,0,130,2018-06-24,66.1428571428571
3611,0,0,0,580,2018-03-27,78.8571428571429
3612,0,0,0,283.02,2017-03-17,132.428571428571
3613,1,0.142857142857143,-1.94591014905531,240,2018-04-21,75.2857142857143
3614,0,0,0,150,2018-05-30,69.7142857142857
3615,8,43,10.3056219846751,1673,2018-06-29,65.4285714285714
3616,2,27,5.1815542187924,765.66,2017-08-10,111.571428571429
3617,0,0,0,460,2019-02-03,34.1428571428571
3618,0,0,0,180,2019-06-21,14.4285714285714
3619,5,59.8571428571429,2.30095348955226,844.53,2017-09-11,107
3620,0,0,0,160.38,2018-02-09,85.4285714285714
3621,0,0,0,311.32,2017-03-22,131.714285714286
3622,29,86,-10.3236319504327,3729.83,2017-08-31,108.571428571429
3623,0,0,0,230,2019-06-28,13.4285714285714
3624,2,22.7142857142857,4.31558153526573,560,2018-09-06,55.5714285714286
3625,1,0.428571428571429,-0.847297860387204,386.79,2018-03-16,80.4285714285714
3626,0,0,0,100,2017-03-04,134.285714285714
3627,2,81.2857142857143,4.63334106295479,503.62,2017-03-23,131.571428571429
3628,5,23.2857142857143,-0.490039996000614,801.88,2017-09-08,107.428571428571
3629,1,0.142857142857143,-1.94591014905531,200,2018-12-06,42.5714285714286
3630,0,0,0,110,2018-09-28,52.4285714285714
3631,0,0,0,60,2019-07-17,10.7142857142857
3632,0,0,0,94.34,2018-04-05,77.5714285714286
3633,1,39.7142857142857,3.68171096463532,350,2018-09-10,55
3634,0,0,0,660.38,2018-02-06,85.8571428571429
3635,1,0.285714285714286,-1.25276296849537,270,2018-12-07,42.4285714285714
3636,1,0.142857142857143,-1.94591014905531,310,2019-01-26,35.2857142857143
3637,0,0,0,180,2018-03-18,80.1428571428571
3638,34,111.285714285714,10.0562081726153,3487.16,2017-03-16,132.571428571429
3639,0,0,0,210,2018-12-07,42.4285714285714
3640,0,0,0,96,2018-09-20,53.5714285714286
3641,0,0,0,120,2018-07-28,61.2857142857143
3642,0,0,0,460,2019-04-25,22.5714285714286
3643,25,83,24.4891456627293,47597.35,2018-02-08,85.5714285714286
3644,58,17.5714285714286,-79.7336963085917,10672.61,2018-04-17,75.8571428571429
3645,0,0,0,100,2018-10-27,48.2857142857143
3646,0,0,0,377.36,2017-10-16,102
3647,0,0,0,330,2017-12-31,91.1428571428571
3648,0,0,0,100,2018-02-14,84.7142857142857
3649,0,0,0,130,2019-06-29,13.2857142857143
3650,0,0,0,299,2017-10-17,101.857142857143
3651,0,0,0,200,2018-04-13,76.4285714285714
3652,1,10.8571428571429,2.38482319123102,270.94,2018-03-11,81.1428571428571
3653,0,0,0,103.77,2018-05-05,73.2857142857143
3654,1,1.28571428571429,0.251314428280906,260,2018-03-08,81.5714285714286
3655,1,0.285714285714286,-1.25276296849537,330.19,2017-03-17,132.428571428571
3656,0,0,0,80,2018-08-05,60.1428571428571
3657,0,0,0,50,2017-03-26,131.142857142857
3658,0,0,0,250,2019-06-21,14.4285714285714
3659,0,0,0,350,2018-10-25,48.5714285714286
3660,1,24.1428571428571,3.18398856586776,275,2018-08-03,60.4285714285714
3661,1,1,0,754.72,2017-04-26,126.714285714286
3662,0,0,0,180,2019-09-11,2.71428571428571
3663,0,0,0,400,2019-03-08,29.4285714285714
3664,0,0,0,110,2017-08-05,112.285714285714
3665,0,0,0,510,2018-07-05,64.5714285714286
3666,5,19.2857142857143,4.73143030892937,1260,2018-02-14,84.7142857142857
3667,0,0,0,120,2019-04-01,26
3668,0,0,0,130,2019-04-26,22.4285714285714
3669,3,33.1428571428571,3.65989191724068,800,2018-07-05,64.5714285714286
3670,0,0,0,80,2019-02-12,32.8571428571429
3671,1,0.285714285714286,-1.25276296849537,370,2018-12-06,42.5714285714286
3672,0,0,0,1132.08,2017-12-15,93.4285714285714
3673,0,0,0,130,2019-03-14,28.5714285714286
3674,4,49.4285714285714,1.11253682605355,570,2017-10-12,102.571428571429
3675,1,15.8571428571429,2.76362005225702,350,2019-04-14,24.1428571428571
3676,0,0,0,105,2018-02-11,85.1428571428571
3677,1,49.4285714285714,3.90052862600241,463.77,2017-03-09,133.571428571429
3678,1,0.142857142857143,-1.94591014905531,300,2019-04-17,23.7142857142857
3679,1,0.142857142857143,-1.94591014905531,220,2019-02-20,31.7142857142857
3680,0,0,0,250,2019-06-16,15.1428571428571
3681,0,0,0,280,2018-02-15,84.5714285714286
3682,1,62.1428571428571,4.12943588203337,719.25,2017-07-03,117
3683,0,0,0,350,2017-07-13,115.571428571429
3684,0,0,0,130,2017-06-07,120.714285714286
3685,0,0,0,66,2018-08-04,60.2857142857143
3686,0,0,0,400,2019-03-26,26.8571428571429
3687,2,0.285714285714286,-3.89182029811063,210,2018-07-21,62.2857142857143
3688,0,0,0,220,2018-03-22,79.5714285714286
3689,0,0,0,130,2017-06-01,121.571428571429
3690,2,10,0.342286206486633,250,2018-07-21,62.2857142857143
3691,0,0,0,180,2019-08-27,4.85714285714286
3692,0,0,0,60,2017-03-06,134
